FileName :   BH62_grain3.qtiDat 
Signal(s) Used :  K  Ka, Si Ka, Mg Ka, Na Ka, Al Ka, Ti Ka, Fe Ka, Cr Ka, Mn Ka, Ni Ka, P  Ka, Ca Ka 
Spectromers Conditions :   Sp3 LPET,  Sp4 TAP,  Sp4 TAP,  Sp1 LTAP,  Sp1 LTAP,  Sp2 PET,  Sp5 LIF,  Sp5 LIF,  Sp5 LIF,  Sp5 LIF,  Sp3 LPET,  Sp2 PET 
Full Spectromers Conditions :   Sp3 LPET(2d= 8.75,K= 0.000144),  Sp4 TAP(2d= 25.745,K= 0.00218),  Sp4 TAP(2d= 25.745,K= 0.00218),  Sp1 LTAP(2d= 25.745,K= 0.00218),  Sp1 LTAP(2d= 25.745,K= 0.00218),  Sp2 PET(2d= 8.75,K= 0.000144),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp3 LPET(2d= 8.75,K= 0.000144),  Sp2 PET(2d= 8.75,K= 0.000144) 
Column Conditions :  Cond 1 : 15keV 40nA  
Date :  16-Nov-2014 
User Name :  sx 
Setup Name :  Mathews_sp_13november2014.qtiSet 
DataSet Comment :  BH62_grain3_profile1_sp 
Comment :  BH62_grain3 
Analysis Date :  15/11/2014 17:40:27 
Project Name :  Simon Matthews 
Sample Name :  14 November 2014 
Pha Parameters :  	 
 		Bias	Gain	Dtime	Blin	Wind	Mode	 
  Sp3(K  Ka)	1890	1124	3	560	791	Inte	 
  Sp4(Si Ka)	1313	2713	3	2074	2433	Inte	 
  Sp4(Mg Ka)	1313	2713	3	2074	2433	Inte	 
  Sp1(Na Ka)	1301	2697	3	2008	2194	Inte	 
  Sp1(Al Ka)	1301	2697	3	2008	2194	Inte	 
  Sp2(Ti Ka)	1305	910	3	1935	456	Inte	 
  Sp5(Fe Ka)	1868	445	3	1007	399	Inte	 
  Sp5(Cr Ka)	1868	445	3	1007	399	Inte	 
  Sp5(Mn Ka)	1868	445	3	1007	399	Inte	 
  Sp5(Ni Ka)	1868	445	3	1007	399	Inte	 
  Sp3(P  Ka)	1890	1124	3	560	791	Inte	 
  Sp2(Ca Ka)	1305	910	3	1935	456	Inte 
Peak Position :   Sp3 42748 (-300, 250),  Sp4 27744 (-500, 300),  Sp4 38523 (-500, 500),  Sp1 46386 (-600, 400),  Sp1 32481 (-500, 500),  Sp2 31420 (-350, 250),  Sp5 48089 (-250, 300),  Sp5 56875 (-250, 300),  Sp5 52204 (200, 1.0221),  Sp5 41185 (-500, 500),  Sp3 70304 (-700, 600),  Sp2 38386 (-300, 250) 
Current Sample Position :   X = 7462 Y = 35043 Z = 96 
Standard Name :   
 K  On KSp 
 Si, Ca On Diopside 
 Mg On Olivine (St. Johns) 
 Na On Jad 
 Al On Cor 
 Ti On Rutile 
 Fe On Fayalite 
 Cr On Cr 
 Mn On Mn 
 Ni On NiO 
 P  On Apatite 
Standard composition :   
 KSp = O  : 46.1%, Na : 0.8%, Al : 9.7%, Si : 30.3%, K  : 12.8%, Fe : 0.3% 
 Diopside = O  : 44.5%, Mg : 11.2%, Si : 25.9%, Ca : 18.4% 
 Olivine (St. Johns) = O  : 43.4%, Mg : 29.7%, Si : 19.1%, Mn : 0.1%, Fe : 7.4%, Ni : 0.3% 
 Jad = O  : 47.5%, Na : 11.3%, Al : 13.2%, Si : 27.8%, Fe : 0.2% 
 Cor = O  : 47.1%, Al : 52.9% 
 Rutile = Ti : 59.95%, O  : 40.05% 
 Fayalite = O  : 31.405%, Si : 13.783%, Fe : 54.812% 
 Cr = Cr : 100.% 
 Mn = Mn : 100.% 
 NiO = Ni : 78.5839%, O  : 21.4161% 
 Apatite = O  : 38.1%, F  : 3.4%, P  : 18.4%, Cl : 0.4%, Ca : 39.7% 
Calibration file name :   
 K  : KSp_K_K033.calDat 
 Si, Ca : Diopside_Si_Si_Ca_Ca043.calDat 
 Mg : Olivine (St. Johns)_Mg_Mg043.calDat 
 Na : Jad_Na308.calDat 
 Al : Cor_Al_Al050.calDat 
 Ti : Rutile_Ti_Ti053.calDat 
 Fe : Fayalite_Fe282.calDat 
 Cr : Cr_Cr288.calDat 
 Mn : Mn_Mn290.calDat 
 Ni : NiO_Ni091.calDat 
 P  : Apatite_P_P028.calDat 
Beam Size :  1 µm 

DataSet/Point	K	Si	Mg	Na	Al	Ti	Fe	Cr	Mn	Ni	P	Ca	O	X	Y	Z	Comment	Distance (µ)	Point#	Date	
1 / 1 . 	0.0135	0.0134	0.5353	0.0152	0.4279	0.0142	0.7662	0.7103	0.0375	0.0511	0.0081	0.0138		7462.	35043.	96.	BH62_grain3_profile1_sp	0.	 1	15/11/2014 17:40:27	
1 / 2 . 	0.0135	0.0133	0.5395	0.0158	0.4282	0.0144	0.7508	0.7142	0.0381	0.0519	0.0090	0.0139		7468.	35044.9	96.	BH62_grain3_profile1_sp	6.28	 2	15/11/2014 17:45:47	
1 / 3 . 	0.0137	0.0135	0.5389	0.0149	0.4278	0.0144	0.7566	0.7199	0.0373	0.0525	0.0086	0.0137		7474.	35046.7	96.	BH62_grain3_profile1_sp	12.56	 3	15/11/2014 17:50:57	
1 / 4 . 	0.0136	0.0135	0.5372	0.0154	0.4269	0.0144	0.7632	0.7215	0.0378	0.0533	0.0079	0.0135		7480.	35048.6	96.	BH62_grain3_profile1_sp	18.84	 4	15/11/2014 17:56:05	
1 / 5 . 	0.0134	0.0135	0.5346	0.0151	0.4268	0.0144	0.7581	0.7273	0.0378	0.0530	0.0085	0.0137		7486.	35050.4	96.	BH62_grain3_profile1_sp	25.12	 5	15/11/2014 18:01:12	
1 / 6 . 	0.0135	0.0134	0.5378	0.0151	0.4277	0.0144	0.7617	0.7095	0.0371	0.0525	0.0085	0.0139		7492.	35052.3	96.	BH62_grain3_profile1_sp	31.4	 6	15/11/2014 18:06:19	
1 / 7 . 	0.0137	0.0134	0.5341	0.0153	0.4281	0.0143	0.7427	0.7092	0.0380	0.0524	0.0080	0.0139		7498.	35054.1	96.	BH62_grain3_profile1_sp	37.69	 7	15/11/2014 18:11:25	
1 / 8 . 	0.0133	0.0132	0.5351	0.0151	0.4280	0.0143	0.7565	0.7061	0.0380	0.0516	0.0084	0.0141		7504.	35056.	96.	BH62_grain3_profile1_sp	43.97	 8	15/11/2014 18:16:31	
2 / 1 . 		1.0111	1.3268		0.0014	0.0050	0.5984	0.0127	0.0234	0.0220	0.0019	0.0121		7526.	35064.	96.	BH62_grain3_profile1_ol	67.36	 9	15/11/2014 18:22:38	
2 / 2 . 		1.0086	1.3231		0.0014	0.0050	0.6060	0.0121	0.0235	0.0218	0.0019	0.0120		7537.	35066.	96.	BH62_grain3_profile1_ol	78.45	 10	15/11/2014 18:35:28	
2 / 3 . 		1.0070	1.3167		0.0014	0.0050	0.6119	0.0118	0.0238	0.0212	0.0019	0.0119		7548.	35068.	96.	BH62_grain3_profile1_ol	89.56	 11	15/11/2014 18:46:58	
2 / 4 . 		1.0053	1.3084		0.0014	0.0050	0.6363	0.0117	0.0239	0.0213	0.0019	0.0118		7559.	35070.	96.	BH62_grain3_profile1_ol	100.69	 12	15/11/2014 18:58:28	
2 / 5 . 		0.9998	1.3017		0.0013	0.0050	0.6611	0.0119	0.0240	0.0201	0.0020	0.0119		7570.	35072.	96.	BH62_grain3_profile1_ol	111.83	 13	15/11/2014 19:09:59	
2 / 6 . 		1.0028	1.2951		0.0013	0.0050	0.6714	0.0116	0.0241	0.0200	0.0020	0.0122		7581.	35074.	96.	BH62_grain3_profile1_ol	122.97	 14	15/11/2014 19:21:28	
2 / 7 . 		1.0019	1.2866		0.0012	0.0051	0.6904	0.0116	0.0245	0.0197	0.0019	0.0130		7592.	35076.	96.	BH62_grain3_profile1_ol	134.12	 15	15/11/2014 19:32:58	
3 / 1 . 	0.0139	0.0134	0.5246	0.0142	0.4214	0.0147	0.8029	0.7296	0.0373	0.0527	0.0086	0.0137		7366.	33557.	96.	BH62_grain3_profile2_sp	1489.1	 16	15/11/2014 19:44:29	
3 / 2 . 	0.0134	0.0134	0.5308	0.0132	0.4215	0.0148	0.7763	0.7372	0.0380	0.0533	0.0089	0.0137		7360.8	33553.1	96.	BH62_grain3_profile2_sp	1493.33	 17	15/11/2014 19:49:49	
3 / 3 . 	0.0136	0.0134	0.5311	0.0136	0.4214	0.0151	0.7693	0.7450	0.0385	0.0525	0.0084	0.0134		7355.6	33549.2	96.	BH62_grain3_profile2_sp	1497.57	 18	15/11/2014 19:54:57	
3 / 4 . 	0.0133	0.0132	0.5329	0.0148	0.4199	0.0149	0.7741	0.7489	0.0381	0.0527	0.0084	0.0138		7350.3	33545.3	96.	BH62_grain3_profile2_sp	1501.83	 19	15/11/2014 20:00:04	
3 / 5 . 	0.0135	0.0133	0.5296	0.0149	0.4198	0.0150	0.7690	0.7453	0.0382	0.0531	0.0081	0.0137		7345.1	33541.5	96.	BH62_grain3_profile2_sp	1506.1	 20	15/11/2014 20:05:09	
